curr_time	id	question	score
4536949	20896	q3_7	0.483870968
4908496	20896	q0_11	0.285714286
5518508	20896	q1_0	0.939393939
5519292	20896	q2_9	0.555555556
5520620	20896	q0_11	0.285714286
5524364	20896	q3_7	0.483870968
5525106	20896	q5_14	0.538461538
5854074	20896	q3_7	0.870967742
6224600	20896	q0_11	0.428571429
6229510	20896	q1_0	0.939393939
6715429	20896	q0_11	0.714285714
7427423	20896	q2_9	0.555555556
7428645	20896	q6_3	0.556818182
7431055	20896	q2_9	0.555555556
7435870	20896	q6_3	0.556818182
7437336	20896	q4_6	1
7459843	20896	q7_5	1
7462410	20896	q5_14	0.538461538
7463056	20896	q4_6	1
7725949	20896	q6_3	0.556818182
7841389	20896	q4_6	1
7891995	20896	q7_5	1
8208786	20896	q5_14	0.538461538
8212152	20896	q3_7	0.870967742
8214911	20896	q0_11	0.714285714
8429430	20896	q1_0	0.939393939
8548615	20896	q0_11	0.714285714
8552803	20896	q3_7	0.870967742
8553246	20896	q6_3	0.556818182
8553785	20896	q4_6	1
8554935	20896	q7_5	1
8555599	20896	q5_14	0.538461538
8556869	20896	q4_6	1
8561336	20896	q5_14	0.538461538
8869061	20896	q3_7	0.870967742
8967586	20896	q0_11	0.714285714
8969184	20896	q6_3	0.556818182
8971014	20896	q4_6	1
8972273	20896	q7_5	1
8974076	20896	q5_14	0.538461538
8976746	20896	q3_7	0.870967742
8977505	20896	q0_11	0.714285714
8978867	20896	q1_0	0.939393939
9258530	20896	q3_7	0.967741935
9265432	20896	q2_9	0.555555556
9269082	20896	q6_3	0.556818182
9271503	20896	q4_6	1
9275432	20896	q7_5	1
9280724	20896	q5_14	0.538461538
9288751	20896	q3_7	0.967741935
9290211	20896	q0_11	0.714285714
9293148	20896	q1_0	0.939393939
9294503	20896	q2_9	0.555555556
9295141	20896	q0_11	0.714285714
51052	21927	q2_11	0
54344	21927	q6_11	0
59100	21927	q4_2	0
60132	21927	q7_0	0
-138992	21927	q2_11	0
-138980	21927	q6_11	0
-138956	21927	q7_0	0
-138937	21927	q3_1	0
-138920	21927	q0_11	0
-124018	21927	q1_2	0
1565484	21927	q2_11	0.965517241
1679466	21927	q6_11	0
3137845	21927	q4_2	0.666666667
3378330	21927	q7_0	0.444444444
3481812	21927	q5_8	0.166666667
3510306	21927	q3_1	0
3523531	21927	q0_11	0
3533345	21927	q1_2	0
3534815	21927	q2_11	0.965517241
3535393	21927	q6_11	0
3536088	21927	q4_2	0.666666667
5728699	21927	q6_11	0.823529412
5733338	21927	q4_2	0.666666667
5743726	21927	q7_0	0.444444444
5751202	21927	q5_8	0.166666667
5757748	21927	q3_1	0
5760643	21927	q0_11	0
5817715	21927	q1_2	0
6072234	21927	q2_11	1
6078908	21927	q6_11	0.823529412
6466501	21927	q4_2	1
6896453	21927	q7_0	0.555555556
7534758	21927	q5_8	0.75
7872658	21927	q3_1	0.04
7961946	21927	q0_11	0
8727814	21927	q1_2	0.076923077
8732313	21927	q0_11	0
8738334	21927	q3_1	0.04
8746135	21927	q5_8	0.75
8750634	21927	q7_0	0.555555556
8751308	21927	q3_1	0.04
9187974	21927	q0_11	0.857142857
9201732	21927	q1_2	0.076923077
9204449	21927	q0_11	0.857142857
9205015	21927	q3_1	0.04
9205931	21927	q5_8	0.75
9206607	21927	q7_0	0.555555556
9207641	21927	q4_2	1
9211459	21927	q6_11	0.823529412
9212846	21927	q2_11	1
9214361	21927	q6_11	0.823529412
9214954	21927	q4_2	1
9287844	21927	q2_11	1
9291356	21927	q6_11	0.823529412
9295642	21927	q4_2	1
9299427	21927	q7_0	0.555555556
9442312	21927	q5_8	0.75
9453158	21927	q3_1	0.04
9472591	21927	q2_11	1
9477064	21927	q4_2	1
9715656	21927	q7_0	0.666666667
9721665	21927	q5_8	0.75
9834850	21927	q3_1	0.72
9837190	21927	q0_11	0.857142857
9955921	21927	q1_2	0.230769231
9959257	21927	q0_11	0.857142857
9964341	21927	q3_1	0.72
9965980	21927	q5_8	0.75
9968562	21927	q3_1	0.72
9975600	21927	q5_8	0.75
9981019	21927	q7_0	0.666666667
9988837	21927	q4_2	1
9989453	21927	q6_11	0.823529412
9993004	21927	q2_11	1
9998494	21927	q1_2	0.230769231
10000908	21927	q0_11	0.857142857
10046009	21927	q3_1	0.92
10048776	21927	q0_11	0.857142857
10049232	21927	q5_8	0.75
10053881	21927	q7_0	0.666666667
10056106	21927	q4_2	1
10060075	21927	q6_11	0.823529412
10060714	21927	q3_1	0.92
10063345	21927	q0_11	0.857142857
10064325	21927	q1_2	0.230769231
10064854	21927	q3_1	0.92
10069301	21927	q5_8	0.75
10074758	21927	q7_0	0.666666667
10077024	21927	q4_2	1
31676	25368	q2_5	0
-235478	25368	q2_5	0
138048	25368	q6_12	0.322580645
139392	25368	q4_2	0
641430	25368	q6_12	0.64516129
775733	25368	q4_2	0.388888889
1230531	25368	q7_6	0.65
1246313	25368	q5_2	0.714285714
1275536	25368	q3_2	0
1441950	25368	q0_14	0.027777778
2280591	25368	q1_0	0.303030303
2296290	25368	q2_5	0
2301400	25368	q6_12	0.64516129
2306539	25368	q4_2	0.388888889
2315329	25368	q7_6	0.65
2321154	25368	q5_2	0.714285714
2439701	25368	q3_2	0.428571429
2444756	25368	q0_14	0.027777778
2447628	25368	q1_0	0.303030303
2455946	25368	q2_5	0
2601183	25368	q6_12	0.64516129
2601822	25368	q4_2	0.388888889
2985660	25368	q7_6	0.55
2988124	25368	q5_2	0.714285714
2991592	25368	q3_2	0.428571429
3138366	25368	q2_5	0.1
3142652	25368	q6_12	0.64516129
3144594	25368	q4_2	0.388888889
3146624	25368	q7_6	0.55
3148310	25368	q5_2	0.714285714
3157717	25368	q3_2	0.428571429
3160719	25368	q0_14	0.027777778
3396553	25368	q1_0	0.363636364
3399390	25368	q0_14	0.027777778
3402827	25368	q3_2	0.428571429
3404874	25368	q5_2	0.714285714
3407476	25368	q7_6	0.55
3409229	25368	q4_2	0.388888889
3411119	25368	q6_12	0.64516129
37108	25685	q2_1	0
48986	25685	q6_1	0
54711	25685	q4_7	0
63165	25685	q7_4	0.1
68837	25685	q5_14	0
73947	25685	q3_10	0
86023	25685	q0_10	0
97165	25685	q1_10	0
100464	25685	q0_10	0
102673	25685	q3_10	0
103883	25685	q6_1	0
-196648	25685	q2_1	0
-195209	25685	q6_1	0
-194682	25685	q7_4	0.1
-193295	25685	q4_7	0
288981	25685	q2_1	0.44
350971	25685	q6_1	0.4
353022	25685	q4_7	0
628872	25685	q7_4	0.6
629449	25685	q5_14	0
630976	25685	q4_7	0
634826	25685	q6_1	0.4
635595	25685	q4_7	0
636170	25685	q7_4	0.6
878708	25685	q5_14	0.076923077
890264	25685	q3_10	0
893365	25685	q0_10	0
1663796	25685	q1_10	1
1664621	25685	q0_10	0
1666899	25685	q1_10	1
1667484	25685	q2_1	0.44
1670299	25685	q6_1	0.4
1672139	25685	q4_7	0
1676702	25685	q7_4	0.6
1678897	25685	q5_14	0.076923077
1681352	25685	q3_10	0
1684955	25685	q0_10	0
1685573	25685	q6_1	0.4
1689552	25685	q2_1	0.44
1693903	25685	q6_1	0.4
2062895	25685	q4_7	0.142857143
2065854	25685	q6_1	0.4
2068178	25685	q2_1	0.44
2068716	25685	q4_7	0.142857143
2069816	25685	q7_4	0.6
2072581	25685	q5_14	0.076923077
2074750	25685	q3_10	0
2075231	25685	q0_10	0
2079205	25685	q1_10	1
2244763	25685	q0_10	0
2245457	25685	q1_10	1
2273321	25685	q0_10	0
2274495	25685	q3_10	0
2276006	25685	q1_10	1
2306704	25685	q3_10	0
2310660	25685	q5_14	0.076923077
2360133	25685	q7_4	0.6
2360973	25685	q6_1	0.4
2362055	25685	q7_4	0.6
2364535	25685	q4_7	0.142857143
2365164	25685	q6_1	0.4
2368637	25685	q2_1	0.44
2370579	25685	q6_1	0.4
2371389	25685	q4_7	0.142857143
2372232	25685	q6_1	0.4
2373065	25685	q2_1	0.44
3271420	25685	q6_1	0.6
3274998	25685	q4_7	0.142857143
3277437	25685	q7_4	0.6
3279634	25685	q5_14	0.076923077
3281659	25685	q3_10	0
3283855	25685	q0_10	0
3286013	25685	q1_10	1
3291069	25685	q0_10	0
3298828	25685	q3_10	0
3352127	25685	q6_1	0.6
3352791	25685	q2_1	0.44
3355897	25685	q6_1	0.6
3357916	25685	q4_7	0.142857143
3360521	25685	q7_4	0.6
3363806	25685	q5_14	0.076923077
3366862	25685	q3_10	0
3368851	25685	q1_10	1
3377002	25685	q0_10	0
3450068	25685	q3_10	0
3450756	25685	q1_10	1
3453243	25685	q0_10	0
3593267	25685	q3_10	0
3595958	25685	q0_10	0
3596838	25685	q1_10	1
3597462	25685	q5_14	0.076923077
3600069	25685	q7_4	0.6
3668326	25685	q5_14	0.076923077
3670681	25685	q7_4	0.6
4327879	25685	q4_7	0.857142857
4330887	25685	q6_1	0.6
4332965	25685	q2_1	0.44
4333387	25685	q6_1	0.6
4333788	25685	q7_4	0.6
4334257	25685	q6_1	0.6
4335194	25685	q4_7	0.857142857
4336052	25685	q7_4	0.6
4338884	25685	q5_14	0.076923077
4340525	25685	q3_10	0
4341155	25685	q0_10	0
4342040	25685	q1_10	1
4342560	25685	q0_10	0
4343070	25685	q3_10	0
4344095	25685	q5_14	0.076923077
4345053	25685	q7_4	0.6
4347341	25685	q3_10	0
5086379	25685	q5_14	0.384615385
5089442	25685	q3_10	0
5091305	25685	q0_10	0
5091891	25685	q1_10	1
5092391	25685	q0_10	0
5292588	25685	q3_10	0.2
5294498	25685	q0_10	0
5296787	25685	q1_10	1
5297567	25685	q0_10	0
5298287	25685	q3_10	0.2
5309960	25685	q0_10	0
5311708	25685	q1_10	1
5312230	25685	q0_10	0
5341545	25685	q3_10	0.7
5343929	25685	q0_10	0
5345695	25685	q1_10	1
5346197	25685	q0_10	0
5346650	25685	q3_10	0.7
5349015	25685	q5_14	0.384615385
5586898	25685	q7_4	0.6
5587881	25685	q4_7	0.857142857
5588790	25685	q6_1	0.6
5590686	25685	q2_1	0.44
5591197	25685	q6_1	0.6
5592431	25685	q4_7	0.857142857
5594724	25685	q6_1	0.6
5597158	25685	q5_14	0.384615385
5598921	25685	q3_10	0.7
5599443	25685	q0_10	0
5600852	25685	q1_10	1
5601377	25685	q0_10	0
5740867	25685	q3_10	0.8
5741672	25685	q0_10	0
5743370	25685	q1_10	1
6633076	25685	q0_10	1
6635221	25685	q1_10	1
6642665	25685	q0_10	1
6647961	25685	q3_10	0.8
6650195	25685	q5_14	0.384615385
6651826	25685	q7_4	0.6
6653944	25685	q4_7	0.857142857
6656887	25685	q6_1	0.6
6676818	25685	q2_1	0.44
6687368	25685	q6_1	0.6
6689594	25685	q4_7	0.857142857
6867506	25685	q7_4	0.6
6921331	25685	q5_14	0.384615385
6923233	25685	q3_10	0.8
6925082	25685	q0_10	1
6925826	25685	q1_10	1
6926247	25685	q7_4	0.6
6927310	25685	q4_7	0.857142857
7496523	25685	q6_1	0.81
7497601	25685	q2_1	0.44
7501559	25685	q6_1	0.81
7502210	25685	q4_7	0.857142857
7504447	25685	q2_1	0.44
7505322	25685	q6_1	0.81
7506550	25685	q4_7	0.857142857
7508566	25685	q1_10	1
7513752	25685	q0_10	1
7516744	25685	q3_10	0.8
7518480	25685	q5_14	0.384615385
7521835	25685	q7_4	0.6
7906057	25685	q4_7	0.785714286
7908252	25685	q7_4	0.6
7910503	25685	q1_10	1
7913615	25685	q0_10	1
7917950	25685	q3_10	0.8
7920398	25685	q5_14	0.384615385
7922170	25685	q7_4	0.6
7923842	25685	q4_7	0.785714286
7924431	25685	q2_1	0.44
7927478	25685	q6_1	0.81
7939739	25685	q4_7	0.785714286
7953998	25685	q7_4	0.6
7956305	25685	q3_10	0.8
7956682	25685	q7_4	0.6
7958818	25685	q5_14	0.384615385
7962779	25685	q4_7	0.785714286
8235082	25685	q7_4	0.6
8235651	25685	q6_1	0.81
8236304	25685	q4_7	0.785714286
8237653	25685	q7_4	0.6
8241734	25685	q5_14	0.384615385
8243872	25685	q3_10	0.8
8246385	25685	q1_10	1
8246749	25685	q0_10	1
8247815	25685	q3_10	0.8
8670967	25685	q4_7	0.785714286
8674813	25685	q7_4	0.6
8826282	25685	q5_14	0.384615385
8839385	25685	q3_10	0.8
8842262	25685	q0_10	1
9055325	25685	q1_10	1
9084409	25685	q0_10	1
9086295	25685	q1_10	1
9089322	25685	q3_10	0.8
9089879	25685	q5_14	0.384615385
9090881	25685	q7_4	0.6
9091773	25685	q4_7	0.785714286
9092680	25685	q6_1	0.81
9095077	25685	q2_1	0.44
9107330	25685	q6_1	0.81
9111849	25685	q4_7	0.785714286
9162499	25685	q7_4	0.8
9165660	25685	q5_14	0.384615385
9168264	25685	q3_10	0.8
9168981	25685	q0_10	1
9172910	25685	q1_10	1
9173460	25685	q0_10	1
9234300	25685	q3_10	0.8
9261947	25685	q0_10	1
9265104	25685	q3_10	0.8
9267570	25685	q1_10	1
9268100	25685	q5_14	0.384615385
9270346	25685	q7_4	0.8
9283285	25685	q5_14	0.384615385
9285900	25685	q3_10	0.8
9289175	25685	q4_7	0.785714286
9293489	25685	q2_1	0.44
9567623	25685	q1_10	1
9570141	25685	q0_10	1
9573620	25685	q3_10	0.8
9575753	25685	q5_14	0.384615385
9576203	25685	q7_4	0.8
9576573	25685	q4_7	0.785714286
9577097	25685	q6_1	0.81
9884557	25685	q2_1	1
9888601	25685	q6_1	0.81
9898152	25685	q1_10	1
9918181	25685	q0_10	1
9928689	25685	q3_10	0.8
9932557	25685	q5_14	0.384615385
9934716	25685	q7_4	0.8
-146651	26751	q2_6	0.555555556
560336	26751	q6_0	0.974358974
779636	26751	q4_14	1
933880	26751	q7_10	0.818181818
1303948	26751	q5_6	0.5
2422352	26751	q3_2	0.714285714
2431443	26751	q0_3	0
2433908	26751	q1_11	0
2775227	26751	q0_3	0.571428571
2951770	26751	q1_11	0.131578947
2952633	26751	q2_6	0.555555556
2953592	26751	q6_0	0.974358974
2954809	26751	q4_14	1
2955714	26751	q7_10	0.818181818
2956968	26751	q5_6	0.5
2958815	26751	q7_10	0.818181818
2959602	26751	q5_6	0.5
2960148	26751	q3_2	0.714285714
2960710	26751	q0_3	0.571428571
3752999	26751	q1_11	0.947368421
3777395	26751	q0_3	0.571428571
3909215	26751	q3_2	0.857142857
3911097	26751	q5_6	0.5
3914709	26751	q7_10	0.818181818
3916623	26751	q4_14	1
3918013	26751	q6_0	0.974358974
3922245	26751	q2_6	0.555555556
3923622	26751	q5_6	0.5
3968463	26751	q3_2	0.857142857
3969900	26751	q0_3	0.571428571
3970751	26751	q5_6	0.5
3971419	26751	q7_10	0.818181818
3972030	26751	q4_14	1
3972724	26751	q6_0	0.974358974
3974116	26751	q2_6	0.555555556
3975445	26751	q0_3	0.571428571
4036247	26751	q3_2	0.857142857
4091453	26751	q5_6	0.5
4136678	26751	q7_10	0.909090909
4141356	26751	q4_14	1
4162801	26751	q6_0	0.974358974
4245464	26751	q1_11	0.947368421
4303177	26751	q0_3	0.571428571
4310971	26751	q1_11	0.947368421
4315862	26751	q2_6	0.555555556
4373196	26751	q6_0	0.974358974
4377272	26751	q4_14	1
4426034	26751	q7_10	0.909090909
4461527	26751	q5_6	0.5
4467960	26751	q3_2	0.857142857
4477038	26751	q0_3	0.571428571
4576356	26751	q1_11	0.947368421
4604262	26751	q2_6	0.555555556
4605354	26751	q6_0	0.974358974
4617139	26751	q2_6	0.555555556
4619740	26751	q6_0	0.974358974
4620829	26751	q4_14	1
4621799	26751	q7_10	0.909090909
4622457	26751	q5_6	0.5
4623058	26751	q3_2	0.857142857
4623672	26751	q0_3	0.571428571
4641212	26751	q1_11	0.947368421
4652479	26751	q0_3	0.571428571
4689178	26751	q3_2	0.857142857
4691422	26751	q0_3	0.571428571
-171374	26755	q2_6	0.555555556
-166335	26755	q6_13	0
-165252	26755	q4_14	0
-150123	26755	q7_0	0
519462	26755	q6_13	1
